convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.899363840955953,0.04385027841679537,0.02,228.74,16.10401141559051,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.8940753874046291,0.04858612598820555,0.02,228.34,15.214936270464156,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9086243782255918,0.060304572585808826,0.04,254.36,18.385619935377846,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.881245982664799,0.05046629729578515,0.0,261.34,1.3032142367771984,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8658778334605804,0.042678897147618806,0.0,262.16,1.131370849898476,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.8718862847978122,0.04763626808486382,0.0,261.82,1.3200185527453152,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9042321851467644,0.04199310098221895,0.0,240.52,5.54108955616021,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9014992300333946,0.06200422449217557,0.04,239.04,17.309853275177215,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.8997246310631194,0.0502809080058568,0.02,257.44,9.249732483721255,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.8847448396699208,0.04618754309275538,0.02,261.66,1.8362561734937415,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.879911917299872,0.05118748163262177,0.0,262.04,1.211509431263668,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.8931155571167034,0.05286743792928613,0.02,260.8,9.202927661946518,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9230904953746811,0.039177764794275566,0.0,241.54,6.587588825254066,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9239736166719044,0.04646542770340344,0.08,239.56,16.784540992429033,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9033529160531123,0.04651746242025465,0.0,258.26,2.301818269746501,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.8917946559698252,0.04937519109467933,0.06,257.72,20.315913135535215,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8773671806797273,0.05240912497704532,0.0,261.96,1.5512996526283689,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8899315554008395,0.051381913867577074,0.02,259.64,18.608490491368368,pop_size=66; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.90995056289174,0.05195089110339153,0.06,225.26,6.545944374580496,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9136668426643748,0.04705741842804671,0.04,220.88,20.50051268647112,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.916366564760465,0.04724171165154399,0.06,256.32,3.371186431982615,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9034179949480687,0.05015557085826348,0.0,261.64,1.5486663123277318,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8914856251877183,0.05446691818716432,0.02,261.86,1.399854219815297,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8740324071251768,0.044058632956445146,0.0,261.84,1.461897006338975,pop_size=66; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9346355070556417,0.04752873853567203,0.14,230.1,17.880841417447847,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9138359431493737,0.04401011476287954,0.04,234.26,8.358815461437544,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9165825133357924,0.047178814429425696,0.04,253.28,19.787689432099558,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9004678560793958,0.04740311909830915,0.02,261.58,1.819284452296382,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8885127322490837,0.05095299165122753,0.02,259.2,18.40696407696316,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.8880466252231933,0.05173620971927693,0.02,262.16,1.360672102833218,pop_size=66; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.887842060972199,0.051356920030170866,0.0,289.88,2.6851063141647384,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8931739823271196,0.051696525317737364,0.0,289.4,3.4758643030275542,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8839256498593231,0.049617071641837304,0.0,282.38,33.619655329729305,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.879221911268793,0.05136071203224551,0.0,265.98,45.739051327356265,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8660277592680587,0.04581971022287427,0.0,256.16,48.28502112773818,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.868134953406625,0.047614046236765066,0.0,261.82,46.85352337937057,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.879804817902173,0.04067668135624355,0.0,273.38,4.956504693381234,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8784817032209299,0.05154548371512887,0.0,271.1,4.674070899709396,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8729335357133037,0.04828590319296264,0.02,285.4,25.765821372904224,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8879463093402474,0.052297586491352285,0.06,261.82,47.02178826276784,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.878779724960397,0.04024808269647326,0.0,262.1,47.064111722679925,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8753729288389477,0.052302547420306884,0.0,263.94,46.37531451018276,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8821142799856676,0.05555940252032947,0.02,283.68,3.705704372715015,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8831781992906608,0.051290012584852676,0.0,283.6,3.785040371283363,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8919869271571043,0.05585229063862886,0.02,281.12,33.18632617356069,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8788148716446142,0.05063461496768697,0.02,268.04,45.01154500429273,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8754273273745257,0.058253561488336714,0.06,260.02,47.60358844302666,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8960410161385965,0.0549598663829461,0.04,258.06,47.94146515942804,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8869967174772482,0.0548577357317445,0.02,286.62,13.860662292389692,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8934245407483277,0.052952386192911254,0.02,287.16,14.56913147159894,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8899354867110539,0.049852961483823115,0.04,275.48,38.36997125197713,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8625874665371666,0.04994010605745235,0.0,263.66,46.17208715937651,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8872851126633121,0.049722281920999464,0.0,258.24,48.05080644484544,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8900954351483265,0.05309183875122938,0.04,260.18,47.64652588144732,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8857683398837348,0.0514921488029518,0.02,272.24,5.971223509807821,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8755488888155691,0.042573678573554576,0.0,273.62,4.9275982476046,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8861620453293798,0.04597012691687173,0.0,293.4,2.1189138534559038,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8830262842474247,0.05216239669950894,0.02,271.56,42.96042792322882,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8908078553357166,0.05321418599371874,0.0,258.06,47.9010076158346,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8746054561927374,0.04764038767782316,0.0,256.38,48.47338423910421,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.879275145884648,0.05015332802832588,0.0,282.72,3.6423809212533227,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.891256768097691,0.05240792631802212,0.02,282,13.621711361211677,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.887541005335309,0.04875863840766208,0.0,286.3,25.78185566697349,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8798081128747492,0.04200446604669746,0.02,271.26,42.73927123995505,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8784151667512685,0.051494772148204894,0.02,258.18,48.07718708875704,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.8812004640935254,0.05029291874272553,0.02,266.08,45.84572176421299,pop_size=100; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8887396393325657,0.049361719758680034,0.02,284.78,18.494665529855478,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8863075924120086,0.047889262885324774,0.0,287.56,3.6262084544468816,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8874030012465194,0.06429732830759352,0.0,289.54,22.94822033026811,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8832921548834055,0.05522838651510962,0.02,271.38,42.81802500473513,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8710680620263325,0.05886236252889246,0.0,266.04,45.77315851911824,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.872502191069841,0.05857282125125097,0.0,259.9,47.38175400135476,pop_size=100; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.8799307359977678,0.04796257341630947,0.0,272.02,4.635664758705276,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.890621158797323,0.046165796396619684,0.0,272.84,4.249177591497164,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8779028243060338,0.05126913983465714,0.06,279.64,33.076139744658285,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.8853055629600176,0.052798108705659645,0.02,265.7,45.678669161070474,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8834074432202466,0.059137672602260494,0.04,252.26,48.81276597826617,pop_size=100; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
